"state_name","state_abbrv","year","population","category","unemp_rate","crime_rate","murder_rate","rape_rate","robbery_rate","assault_rate"
"Nevada","NV",1981,845000,"1M- populations",7.2,896.4,17.5,64.9,458.0,356.1
"New Hampshire","NH",1981,935000,"1M- populations",5.2,147.1,2.9,16.5,35.8,91.9
"New Jersey","NJ",1981,7401000,"5M+ populations",7.4,630.6,7.3,32.1,334.6,256.7
"New Mexico","NM",1981,1327000,"1M-5M populations",7.3,671.7,11.4,47.3,140.8,472.2
"New York","NY",1981,17594000,"10M + populations",7.6,1069.6,12.3,31.1,684.0,342.1
"North Carolina","NC",1981,5951000,"5M+ populations",6.5,436.7,9.1,22.7,80.8,324.1
"North Dakota","ND",1981,658000,"1M- populations",4.8,67.5,2.3,8.7,12.9,43.6
"Ohio","OH",1981,10776000,"10M + populations",9.4,496.6,7.4,31.0,236.9,221.3
"Oklahoma","OK",1981,3098000,"1M-5M populations",3.6,426.8,9.0,35.2,115.4,267.2
"Oregon","OR",1981,2647000,"1M-5M populations",9.8,478.7,4.4,41.7,180.6,251.9
"Pennsylvania","PA",1981,11864000,"10M + populations",8.4,371.7,6.1,22.4,186.6,156.6
"Rhode Island","RI",1981,952000,"1M- populations",7.8,441.7,4.2,17.9,132.0,287.6
"South Carolina","SC",1981,3166000,"1M-5M populations",8.1,640.4,10.4,36.3,120.2,473.5
"South Dakota","SD",1981,685000,"1M- populations",5.0,104.8,1.8,11.5,17.8,73.7
"Tennessee","TN",1981,4610000,"1M-5M populations",9.0,412.6,9.7,37.6,171.7,193.5
"Texas","TX",1981,14755000,"10M + populations",5.3,532.4,16.6,46.2,193.3,276.3
"Utah","UT",1981,1516000,"1M-5M populations",6.6,298.6,3.3,28.4,84.8,182.1
"Vermont","VT",1981,515000,"1M- populations",5.8,128.0,4.3,33.0,27.6,63.1
"Virginia","VA",1981,5426000,"5M+ populations",6.0,321.7,8.6,27.2,133.2,152.7
"Washington","WA",1981,4212000,"1M-5M populations",9.6,447.3,5.1,50.2,130.0,262.0
"West Virginia","WV",1981,1951000,"1M-5M populations",10.6,174.8,6.0,14.8,50.2,103.7
"Wisconsin","WI",1981,4739000,"1M-5M populations",8.0,187.9,3.4,15.7,68.6,100.2
"Wyoming","WY",1981,492000,"1M- populations",4.1,430.1,5.5,35.4,41.9,347.4
"Alabama","AL",1982,3943000,"1M-5M populations",14.1,447.7,10.6,26.0,112.0,299.1
"Alaska","AK",1982,438000,"1M- populations",9.9,623.7,18.5,85.4,133.8,386.1
"Arizona","AZ",1982,2860000,"1M-5M populations",10.1,517.0,8.3,38.5,158.6,311.6
"Arkansas","AR",1982,2291000,"1M-5M populations",9.9,324.7,8.2,27.1,78.8,210.6
"California","CA",1982,24724000,"10M + populations",10.0,814.7,11.2,50.7,372.1,380.7
"Colorado","CO",1982,3045000,"1M-5M populations",7.3,504.2,6.0,44.5,150.6,303.1
"Connecticut","CT",1982,3153000,"1M-5M populations",6.9,399.5,5.2,21.9,208.5,163.9
"Delaware","DE",1982,602000,"1M- populations",8.4,559.8,5.3,30.9,122.4,401.2
"District of Columbia","DC",1982,631000,"1M- populations",10.4,2123.1,30.7,66.7,1448.0,577.7
"Florida","FL",1982,10416000,"10M + populations",8.4,896.8,13.5,53.6,297.6,532.0
"Georgia","GA",1982,5639000,"5M+ populations",7.8,478.2,12.6,39.8,154.6,271.2
"Hawaii","HI",1982,994000,"1M- populations",6.3,255.7,3.1,34.4,156.9,61.3
"Idaho","ID",1982,965000,"1M- populations",9.9,259.2,2.5,16.6,30.3,209.8
"Illinois","IL",1982,11448000,"10M + populations",11.4,774.3,8.8,29.9,346.8,388.8
"Indiana","IN",1982,5471000,"5M+ populations",12.0,300.6,6.5,27.8,109.0,157.2
"Iowa","IA",1982,2905000,"1M-5M populations",8.5,172.7,2.3,12.5,36.2,121.8
"Kansas","KS",1982,2408000,"1M-5M populations",6.3,335.9,5.7,24.8,87.0,218.4
"Kentucky","KY",1982,3667000,"1M-5M populations",10.8,315.0,9.7,20.0,97.3,188.0
"Louisiana","LA",1982,4362000,"1M-5M populations",10.3,669.1,16.0,39.9,212.6,400.6
"Maine","ME",1982,1133000,"1M-5M populations",8.4,163.0,2.1,13.4,30.5,117.0
"Maryland","MD",1982,4265000,"1M-5M populations",8.3,850.0,10.1,37.4,360.5,441.9
"Massachusetts","MA",1982,5781000,"5M+ populations",7.7,571.4,3.8,25.3,213.8,328.5
"Michigan","MI",1982,9109000,"5M+ populations",15.4,656.6,9.1,46.6,271.1,329.7
"Minnesota","MN",1982,4133000,"1M-5M populations",7.9,219.3,2.3,22.7,101.3,92.9
"Mississippi","MS",1982,2551000,"1M-5M populations",11.1,294.6,14.0,26.5,73.0,181.1
"Missouri","MO",1982,4951000,"1M-5M populations",9.2,506.5,9.7,25.9,193.0,278.0
"Montana","MT",1982,801000,"1M- populations",8.5,224.8,3.9,14.9,33.1,173.0
"Nebraska","NE",1982,1586000,"1M-5M populations",5.6,229.6,2.0,20.7,61.9,145.0
"Nevada","NV",1982,881000,"1M- populations",9.9,805.4,13.6,61.5,419.6,310.7
"New Hampshire","NH",1982,951000,"1M- populations",6.8,124.8,2.2,16.2,33.9,72.6
"New Jersey","NJ",1982,7438000,"5M+ populations",8.7,607.4,6.5,28.9,307.6,264.4
"New Mexico","NM",1982,1359000,"1M-5M populations",9.2,734.5,11.6,48.3,126.2,548.4
"New York","NY",1982,17659000,"10M + populations",8.5,990.1,11.4,29.2,610.7,338.7
"North Carolina","NC",1982,6019000,"5M+ populations",9.2,446.3,9.1,22.0,85.9,329.5
"North Dakota","ND",1982,670000,"1M- populations",5.6,61.8,0.7,9.9,12.7,38.5
"Ohio","OH",1982,10791000,"10M + populations",12.7,436.7,6.3,29.9,183.6,217.0
"Oklahoma","OK",1982,3177000,"1M-5M populations",6.0,443.9,10.8,37.1,132.8,263.2
"Oregon","OR",1982,2649000,"1M-5M populations",11.5,473.0,5.1,39.9,167.3,260.6
"Pennsylvania","PA",1982,11865000,"10M + populations",11.2,360.4,5.7,20.6,175.4,158.7
"Rhode Island","RI",1982,958000,"1M- populations",9.7,401.8,3.7,19.4,114.7,264.0
"South Carolina","SC",1982,3203000,"1M-5M populations",11.1,720.0,10.9,38.8,122.4,547.9
"South Dakota","SD",1982,691000,"1M- populations",5.5,99.0,2.7,11.4,17.1,67.7
"Tennessee","TN",1982,4651000,"1M-5M populations",11.7,421.1,9.7,35.5,175.7,200.2
"Texas","TX",1982,15280000,"10M + populations",6.9,577.1,16.1,44.6,220.0,296.3
"Utah","UT",1982,1554000,"1M-5M populations",8.2,285.7,3.4,23.7,86.5,172.1
"Vermont","VT",1982,516000,"1M- populations",7.0,126.9,2.3,34.9,23.1,66.7
"Virginia","VA",1982,5491000,"5M+ populations",7.4,309.1,7.4,24.9,122.2,154.6
"Washington","WA",1982,4245000,"1M-5M populations",11.9,406.4,4.4,45.9,117.9,238.3
"West Virginia","WV",1982,1948000,"1M-5M populations",14.0,174.8,5.2,15.5,49.8,104.3
"Wisconsin","WI",1982,4765000,"1M-5M populations",10.5,190.5,3.1,14.3,71.2,101.9
"Wyoming","WY",1982,502000,"1M- populations",6.2,304.2,9.2,27.1,34.3,233.7
"Alabama","AL",1983,3959000,"1M-5M populations",13.8,416.0,9.2,23.5,98.4,284.9
"Alaska","AK",1983,479000,"1M- populations",9.9,613.8,13.8,101.5,97.1,401.5
"Arizona","AZ",1983,2963000,"1M-5M populations",8.8,494.2,7.2,41.9,132.4,312.7
"Arkansas","AR",1983,2328000,"1M-5M populations",9.9,297.7,7.6,25.2,69.3,195.5
"California","CA",1983,25174000,"10M + populations",9.8,772.6,10.5,48.0,340.9,373.1
"Colorado","CO",1983,3139000,"1M-5M populations",7.1,476.4,6.4,41.9,126.4,301.7
"Connecticut","CT",1983,3138000,"1M-5M populations",6.0,375.0,4.1,20.0,200.6,150.3
"Delaware","DE",1983,606000,"1M- populations",7.7,453.1,4.1,37.8,115.3,295.9
"District of Columbia","DC",1983,623000,"1M- populations",11.2,1915.4,29.4,65.2,1235.6,585.2
"Florida","FL",1983,10680000,"10M + populations",8.5,826.7,11.2,48.4,263.4,503.7
"Georgia","GA",1983,5732000,"5M+ populations",7.7,456.7,8.4,35.3,144.2,268.8
"Hawaii","HI",1983,1023000,"1M-5M populations",6.2,252.1,5.6,29.4,130.0,87.1
"Idaho","ID",1983,989000,"1M- populations",8.9,238.7,3.5,18.3,27.3,189.6
"Illinois","IL",1983,11486000,"10M + populations",11.8,728.1,9.7,31.5,318.9,368.0
"Indiana","IN",1983,5479000,"5M+ populations",11.2,283.8,5.2,27.5,99.9,151.1
"Iowa","IA",1983,2905000,"1M-5M populations",8.1,181.1,2.3,12.6,41.0,125.2
"Kansas","KS",1983,2425000,"1M-5M populations",5.9,326.6,5.6,25.9,84.0,211.0
"Kentucky","KY",1983,3714000,"1M-5M populations",11.4,322.2,9.8,22.0,87.1,203.3
"Louisiana","LA",1983,4438000,"1M-5M populations",11.5,640.9,14.2,39.9,190.0,396.8
"Maine","ME",1983,1146000,"1M-5M populations",8.3,159.6,2.1,16.8,27.1,113.5
"Maryland","MD",1983,4304000,"1M-5M populations",7.0,807.1,8.5,32.8,347.4,418.4
"Massachusetts","MA",1983,5767000,"5M+ populations",6.8,576.8,3.5,25.9,208.5,338.9
"Michigan","MI",1983,9069000,"5M+ populations",14.4,716.7,10.0,56.1,285.3,365.3
"Minnesota","MN",1983,4144000,"1M-5M populations",8.0,190.9,1.7,22.4,79.6,87.2
"Mississippi","MS",1983,2587000,"1M-5M populations",12.1,280.4,11.2,23.8,63.8,181.6
"Missouri","MO",1983,4970000,"1M-5M populations",9.9,477.2,8.1,26.8,167.9,274.4
"Montana","MT",1983,817000,"1M- populations",8.6,212.6,3.7,19.8,23.5,165.6
"Nebraska","NE",1983,1597000,"1M-5M populations",5.6,217.7,2.6,21.2,49.8,144.0
"Nevada","NV",1983,891000,"1M- populations",9.6,655.2,12.8,51.3,307.2,284.0
"New Hampshire","NH",1983,959000,"1M- populations",5.5,125.1,2.0,19.5,24.1,79.6
"New Jersey","NJ",1983,7468000,"5M+ populations",8.0,553.1,5.3,30.3,269.0,248.4
"New Mexico","NM",1983,1399000,"1M-5M populations",9.7,686.8,8.9,48.0,114.0,515.9
"New York","NY",1983,17667000,"10M + populations",8.7,914.1,11.1,30.0,536.5,336.5
"North Carolina","NC",1983,6082000,"5M+ populations",9.0,409.6,8.1,21.9,79.6,300.0
"North Dakota","ND",1983,680000,"1M- populations",5.7,53.7,2.1,12.5,7.8,31.3
"Ohio","OH",1983,10746000,"10M + populations",12.4,397.9,5.6,31.5,159.4,201.4
"Oklahoma","OK",1983,3298000,"1M-5M populations",8.4,423.4,7.6,37.8,128.7,249.3
"Oregon","OR",1983,2662000,"1M-5M populations",10.8,487.8,4.1,40.5,170.3,273.0
"Pennsylvania","PA",1983,11895000,"10M + populations",11.5,342.8,4.9,20.6,172.3,145.0
"Rhode Island","RI",1983,955000,"1M- populations",8.3,355.2,2.7,16.8,112.9,222.8
"South Carolina","SC",1983,3264000,"1M-5M populations",9.9,616.8,9.8,35.0,104.9,467.0
"South Dakota","SD",1983,700000,"1M- populations",5.2,120.0,2.1,17.0,15.9,85.0
"Tennessee","TN",1983,4685000,"1M-5M populations",11.5,402.0,8.8,35.9,172.8,184.6
"Texas","TX",1983,15724000,"10M + populations",7.9,512.2,14.2,40.3,189.3,268.4
"Utah","UT",1983,1619000,"1M-5M populations",8.7,256.0,3.5,24.9,64.3,163.3
"Vermont","VT",1983,525000,"1M- populations",6.4,132.6,3.6,40.8,27.8,60.4
"Virginia","VA",1983,5550000,"5M+ populations",6.4,292.5,7.0,24.7,110.5,150.4
"Washington","WA",1983,4300000,"1M-5M populations",11.1,371.8,4.9,44.7,105.4,216.7
"West Virginia","WV",1983,1965000,"1M-5M populations",17.8,171.8,4.9,13.4,44.2,109.3
"Wisconsin","WI",1983,4751000,"1M-5M populations",10.2,190.9,2.8,18.1,71.9,98.1
"Wyoming","WY",1983,514000,"1M- populations",8.2,237.2,5.8,21.4,29.8,180.2
"Alabama","AL",1984,3990000,"1M-5M populations",11.0,431.2,9.4,25.1,96.1,300.6
"Alaska","AK",1984,500000,"1M- populations",9.8,621.6,11.6,91.6,109.4,409.0
"Arizona","AZ",1984,3053000,"1M-5M populations",5.2,516.1,7.8,43.1,131.1,334.1
"Arkansas","AR",1984,2349000,"1M-5M populations",8.7,321.4,7.5,29.7,67.6,216.6
"California","CA",1984,25622000,"10M + populations",7.8,763.4,10.6,45.7,327.5,379.5
"Colorado","CO",1984,3178000,"1M-5M populations",5.4,457.8,5.8,39.0,114.0,299.0
"Connecticut","CT",1984,3154000,"1M-5M populations",4.7,393.8,3.9,24.1,190.5,175.4
"Delaware","DE",1984,613000,"1M- populations",6.3,435.7,4.1,48.9,116.0,266.7
"District of Columbia","DC",1984,623000,"1M- populations",9.1,1721.5,28.1,58.7,977.0,657.6
"Florida","FL",1984,10976000,"10M + populations",6.4,868.0,11.5,50.7,276.2,529.6
"Georgia","GA",1984,5837000,"5M+ populations",6.1,478.6,9.4,40.4,144.1,284.7
"Hawaii","HI",1984,1039000,"1M-5M populations",5.7,231.9,3.3,30.2,115.9,82.5
"Idaho","ID",1984,1001000,"1M-5M populations",7.3,235.3,3.4,18.7,24.4,188.8
"Illinois","IL",1984,11511000,"10M + populations",9.0,724.9,9.0,31.2,303.8,380.9
"Indiana","IN",1984,5498000,"5M+ populations",8.6,305.2,5.5,25.0,98.9,175.9
"Iowa","IA",1984,2910000,"1M-5M populations",7.0,198.7,2.0,12.9,38.3,145.5
"Kansas","KS",1984,2438000,"1M-5M populations",4.9,334.2,3.7,27.4,71.6,231.5
"Kentucky","KY",1984,3723000,"1M-5M populations",9.3,277.8,6.6,22.2,70.7,178.4
"Louisiana","LA",1984,4462000,"1M-5M populations",10.1,678.0,12.9,41.8,190.5,432.8
"Maine","ME",1984,1156000,"1M-5M populations",6.2,158.5,1.7,13.4,26.4,117.0
"Maryland","MD",1984,4349000,"1M-5M populations",5.4,792.3,8.1,37.7,301.1,445.3
"Massachusetts","MA",1984,5798000,"5M+ populations",4.8,523.7,3.6,28.1,174.6,317.4
"Michigan","MI",1984,9075000,"5M+ populations",11.2,760.1,9.7,64.8,306.7,378.9
"Minnesota","MN",1984,4162000,"1M-5M populations",6.3,211.5,1.8,25.3,71.1,113.3
"Mississippi","MS",1984,2598000,"1M-5M populations",10.5,282.0,9.7,27.5,60.5,184.3
"Missouri","MO",1984,5008000,"5M+ populations",7.2,460.7,7.1,26.5,140.8,286.2
"Montana","MT",1984,824000,"1M- populations",7.6,237.6,4.4,20.6,27.4,185.2
"Nebraska","NE",1984,1606000,"1M-5M populations",4.5,225.8,3.4,23.7,43.2,155.6
"Nevada","NV",1984,911000,"1M- populations",7.9,628.5,10.8,60.7,279.0,278.0
"New Hampshire","NH",1984,977000,"1M- populations",4.3,133.9,1.0,20.7,23.2,88.9
"New Jersey","NJ",1984,7515000,"5M+ populations",6.2,527.7,5.3,32.5,242.4,247.4
"New Mexico","NM",1984,1424000,"1M-5M populations",7.8,688.1,9.1,55.0,130.3,493.6
"New York","NY",1984,17735000,"10M + populations",7.2,914.3,10.1,31.6,506.9,365.8
"North Carolina","NC",1984,6165000,"5M+ populations",6.7,403.6,8.7,21.6,74.8,298.5
"North Dakota","ND",1984,686000,"1M- populations",5.3,53.6,1.2,13.1,7.7,31.6
"Ohio","OH",1984,10752000,"10M + populations",9.5,385.3,5.1,34.7,145.6,199.9
"Oklahoma","OK",1984,3298000,"1M-5M populations",7.1,407.5,7.8,39.9,111.2,248.5
"Oregon","OR",1984,2674000,"1M-5M populations",9.4,506.1,4.8,44.9,168.6,287.8
"Pennsylvania","PA",1984,11901000,"10M + populations",9.1,320.6,4.5,23.2,148.4,144.5
"Rhode Island","RI",1984,962000,"1M- populations",5.5,334.7,3.4,21.3,113.4,196.6
"South Carolina","SC",1984,3300000,"1M-5M populations",6.9,624.5,9.2,40.3,103.3,471.7
"South Dakota","SD",1984,706000,"1M- populations",4.4,147.5,1.8,26.9,14.9,103.8
"Tennessee","TN",1984,4717000,"1M-5M populations",8.5,445.4,8.4,40.0,166.8,230.3
"Texas","TX",1984,15989000,"10M + populations",6.1,505.0,13.1,45.9,178.5,267.4
"Utah","UT",1984,1652000,"1M-5M populations",6.5,244.2,2.8,20.3,58.0,163.1
"Vermont","VT",1984,530000,"1M- populations",5.1,145.1,2.3,19.8,23.0,100.0
"Virginia","VA",1984,5636000,"5M+ populations",5.1,295.6,7.7,26.7,102.3,158.9
"Washington","WA",1984,4349000,"1M-5M populations",9.3,406.4,4.6,50.0,120.6,231.1
"West Virginia","WV",1984,1952000,"1M-5M populations",14.8,168.2,4.4,15.6,38.1,110.0
"Wisconsin","WI",1984,4766000,"1M-5M populations",7.4,196.5,2.5,16.6,66.4,111.1
"Wyoming","WY",1984,511000,"1M- populations",6.3,242.1,3.3,20.9,23.1,194.7
"Alabama","AL",1985,4021000,"1M-5M populations",9.2,457.5,9.8,26.8,105.4,315.5
"Alaska","AK",1985,521000,"1M- populations",9.7,581.8,9.8,77.2,92.9,401.9
"Arizona","AZ",1985,3187000,"1M-5M populations",6.3,602.5,8.0,45.7,146.5,402.3
"Arkansas","AR",1985,2359000,"1M-5M populations",8.7,347.6,7.9,29.1,68.5,242.0
"California","CA",1985,26365000,"10M + populations",7.2,765.3,10.5,43.3,327.7,383.8
"Colorado","CO",1985,3231000,"1M-5M populations",6.1,471.0,5.8,40.9,124.2,300.1
"Connecticut","CT",1985,3174000,"1M-5M populations",4.7,402.0,3.8,24.0,190.0,184.1
"Delaware","DE",1985,622000,"1M- populations",5.1,433.3,4.8,47.6,124.3,256.6
"District of Columbia","DC",1985,626000,"1M- populations",8.1,1624.8,23.5,53.8,835.5,712.0
"Florida","FL",1985,11366000,"10M + populations",6.0,941.1,11.4,52.8,312.4,564.5
"Georgia","GA",1985,5976000,"5M+ populations",6.4,507.2,10.4,43.3,164.2,289.4
"Hawaii","HI",1985,1054000,"1M-5M populations",5.4,219.4,4.1,29.4,99.4,86.5
"Idaho","ID",1985,1005000,"1M-5M populations",7.9,234.8,2.2,19.1,26.8,186.8
"Illinois","IL",1985,11535000,"10M + populations",9.1,714.8,8.0,39.3,287.1,380.3
"Indiana","IN",1985,5499000,"5M+ populations",7.8,309.4,5.8,24.0,92.1,187.5
"Iowa","IA",1985,2884000,"1M-5M populations",7.5,211.7,1.9,12.6,41.2,156.1
"Kansas","KS",1985,2450000,"1M-5M populations",5.1,355.8,4.9,29.3,78.7,242.7
"Kentucky","KY",1985,3726000,"1M-5M populations",9.2,305.5,6.9,21.6,75.7,201.3
"Louisiana","LA",1985,4481000,"1M-5M populations",11.6,694.2,10.9,39.8,190.3,453.3
"Maine","ME",1985,1164000,"1M-5M populations",5.5,167.5,2.4,14.3,24.4,126.4
"Maryland","MD",1985,4392000,"1M-5M populations",4.6,834.6,7.9,38.7,302.2,485.8
"Massachusetts","MA",1985,5822000,"5M+ populations",4.0,538.2,3.5,29.8,188.5,316.5
"Michigan","MI",1985,9088000,"5M+ populations",10.0,734.1,11.2,67.6,292.4,362.9
"Minnesota","MN",1985,4193000,"1M-5M populations",6.0,256.4,2.1,29.6,85.8,138.9
"Mississippi","MS",1985,2613000,"1M-5M populations",10.4,270.9,10.6,26.7,62.6,171.1
"Missouri","MO",1985,5029000,"5M+ populations",6.5,503.5,8.1,29.2,147.6,318.5
"Montana","MT",1985,826000,"1M- populations",7.7,208.5,5.8,19.2,20.9,162.5
"Nebraska","NE",1985,1606000,"1M-5M populations",5.2,237.9,2.9,23.4,48.5,163.1
"Nevada","NV",1985,936000,"1M- populations",7.7,667.1,10.3,60.3,274.9,321.7
"New Hampshire","NH",1985,998000,"1M- populations",3.7,140.8,2.1,19.1,26.7,92.9
"New Jersey","NJ",1985,7562000,"5M+ populations",5.6,544.5,5.4,32.1,255.0,252.0
"New Mexico","NM",1985,1450000,"1M-5M populations",8.3,703.9,10.9,49.8,138.1,505.1
"New York","NY",1985,17783000,"10M + populations",6.6,929.9,9.5,32.1,504.4,383.9
"North Carolina","NC",1985,6255000,"5M+ populations",5.6,420.9,8.3,23.8,78.2,310.6
"North Dakota","ND",1985,685000,"1M- populations",5.7,47.0,1.0,7.3,6.4,32.3
"Ohio","OH",1985,10744000,"10M + populations",8.9,381.6,5.2,36.9,133.1,206.4
"Oklahoma","OK",1985,3301000,"1M-5M populations",7.2,422.0,7.7,37.9,106.8,269.6
"Oregon","OR",1985,2687000,"1M-5M populations",8.8,551.1,4.7,50.7,185.6,310.1
"Pennsylvania","PA",1985,11853000,"10M + populations",8.0,331.1,4.6,24.3,147.0,155.0
"Rhode Island","RI",1985,968000,"1M- populations",4.6,346.6,3.6,26.1,115.9,200.9
"South Carolina","SC",1985,3347000,"1M-5M populations",6.9,631.0,9.1,41.4,93.9,486.7
"South Dakota","SD",1985,708000,"1M- populations",4.8,136.6,1.8,23.7,17.1,93.9
"Tennessee","TN",1985,4762000,"1M-5M populations",7.9,474.4,9.0,42.6,180.9,242.0
"Texas","TX",1985,16370000,"10M + populations",7.0,550.0,13.0,51.1,193.5,292.3
"Utah","UT",1985,1645000,"1M-5M populations",6.0,267.4,3.0,23.2,55.2,186.0
"Vermont","VT",1985,535000,"1M- populations",4.8,147.7,3.4,19.3,20.9,104.1
"Virginia","VA",1985,5706000,"5M+ populations",5.5,294.7,7.1,27.2,100.2,160.1
"Washington","WA",1985,4409000,"1M-5M populations",8.4,425.4,5.2,54.9,132.0,233.3
"West Virginia","WV",1985,1936000,"1M-5M populations",13.1,166.0,3.8,18.5,37.6,106.1
"Wisconsin","WI",1985,4775000,"1M-5M populations",7.2,206.9,2.8,18.3,70.2,115.6
"Wyoming","WY",1985,509000,"1M- populations",6.9,256.8,4.3,22.4,20.0,210.0
"Alabama","AL",1986,4053000,"1M-5M populations",9.7,558.0,10.1,28.4,111.6,407.9
"Alaska","AK",1986,534000,"1M- populations",10.9,570.4,8.6,72.7,88.0,401.1
"Arizona","AZ",1986,3317000,"1M-5M populations",6.9,658.3,9.3,43.0,169.2,436.8
"Arkansas","AR",1986,2372000,"1M-5M populations",8.6,394.8,8.1,28.9,79.7,278.2
"California","CA",1986,26981000,"10M + populations",6.7,920.5,11.3,44.9,342.9,521.5
"Colorado","CO",1986,3267000,"1M-5M populations",7.5,523.6,7.0,42.3,144.8,329.4
"Connecticut","CT",1986,3189000,"1M-5M populations",3.8,425.8,4.6,23.8,192.2,205.1
"Delaware","DE",1986,633000,"1M- populations",4.3,427.0,4.9,56.9,124.2,241.1
"District of Columbia","DC",1986,626000,"1M- populations",7.5,1505.3,31.0,52.4,754.0,667.9
"Florida","FL",1986,11675000,"10M + populations",5.8,1036.5,11.7,52.7,366.8,605.3
"Georgia","GA",1986,6104000,"5M+ populations",6.0,587.6,11.2,43.9,213.9,318.6
"Hawaii","HI",1986,1062000,"1M-5M populations",4.8,245.2,4.8,31.0,106.3,103.1
"Idaho","ID",1986,1003000,"1M-5M populations",8.4,222.5,3.2,20.0,21.3,178.0
"Illinois","IL",1986,11533000,"10M + populations",8.3,808.9,8.9,41.2,325.3,433.5
"Indiana","IN",1986,5504000,"5M+ populations",6.9,307.7,6.0,25.9,90.0,185.9
"Iowa","IA",1986,2851000,"1M-5M populations",6.8,235.1,1.8,12.5,42.0,178.8
"Kansas","KS",1986,2461000,"1M-5M populations",5.3,368.8,4.4,32.9,79.6,251.9
"Kentucky","KY",1986,3728000,"1M-5M populations",9.4,334.4,6.7,23.1,82.5,222.2
"Louisiana","LA",1986,4501000,"1M-5M populations",12.8,758.2,12.8,40.1,223.8,481.6
"Maine","ME",1986,1174000,"1M-5M populations",5.3,147.0,2.0,14.8,27.9,102.3
"Maryland","MD",1986,4463000,"1M-5M populations",4.6,833.0,9.0,43.6,304.0,476.4
"Massachusetts","MA",1986,5832000,"5M+ populations",3.9,556.9,3.6,29.7,192.7,330.9
"Michigan","MI",1986,9145000,"5M+ populations",8.8,803.9,11.3,67.4,301.3,423.9
"Minnesota","MN",1986,4214000,"1M-5M populations",5.5,284.6,2.5,31.8,102.0,148.3
"Mississippi","MS",1986,2625000,"1M-5M populations",11.4,274.1,11.2,25.8,64.6,172.4
"Missouri","MO",1986,5066000,"5M+ populations",6.2,578.6,9.2,29.2,170.2,370.0
"Montana","MT",1986,819000,"1M- populations",7.9,157.4,2.9,17.3,19.5,117.6
"Nebraska","NE",1986,1598000,"1M-5M populations",5.0,262.6,3.1,24.6,51.1,183.7
"Nevada","NV",1986,963000,"1M- populations",6.2,718.9,12.6,64.9,286.9,354.5
"New Hampshire","NH",1986,1027000,"1M-5M populations",2.8,139.5,2.2,21.5,23.6,92.2
"New Jersey","NJ",1986,7620000,"5M+ populations",5.0,572.5,5.2,33.2,268.7,265.4
"New Mexico","NM",1986,1479000,"1M-5M populations",9.3,725.6,11.5,46.9,129.5,537.7
"New York","NY",1986,17772000,"10M + populations",6.2,985.9,10.7,30.5,514.1,430.6
"North Carolina","NC",1986,6331000,"5M+ populations",5.3,475.9,8.1,26.4,87.7,353.6
"North Dakota","ND",1986,679000,"1M- populations",5.9,51.3,1.0,11.6,6.9,31.7
"Ohio","OH",1986,10752000,"10M + populations",8.3,420.9,5.5,38.6,142.1,234.7
"Oklahoma","OK",1986,3305000,"1M-5M populations",8.2,436.4,8.1,36.4,106.5,285.4
"Oregon","OR",1986,2698000,"1M-5M populations",8.0,549.7,6.6,51.1,205.9,286.1
"Pennsylvania","PA",1986,11889000,"10M + populations",6.9,358.6,5.5,25.1,152.1,175.8
"Rhode Island","RI",1986,975000,"1M- populations",4.1,335.5,3.5,21.4,118.7,191.9
"South Carolina","SC",1986,3378000,"1M-5M populations",6.4,674.6,8.6,41.3,99.5,525.2
"South Dakota","SD",1986,708000,"1M- populations",4.6,124.7,4.0,17.7,16.2,86.9
"Tennessee","TN",1986,4803000,"1M-5M populations",7.9,539.6,10.4,47.0,207.7,274.5
"Texas","TX",1986,16682000,"10M + populations",8.8,658.9,13.5,51.6,239.9,353.9
"Utah","UT",1986,1665000,"1M-5M populations",6.1,266.7,3.2,25.3,58.6,179.6
"Vermont","VT",1986,541000,"1M- populations",4.3,149.2,2.0,21.8,22.2,103.1
"Virginia","VA",1986,5787000,"5M+ populations",5.0,306.0,7.1,26.5,105.7,166.7
"Washington","WA",1986,4463000,"1M-5M populations",8.1,437.0,5.0,53.4,135.1,243.5
"West Virginia","WV",1986,1919000,"1M-5M populations",11.8,164.5,5.9,18.9,41.0,98.6
"Wisconsin","WI",1986,4785000,"1M-5M populations",7.0,257.9,3.1,20.1,72.8,161.9
"Wyoming","WY",1986,507000,"1M- populations",8.9,293.1,5.3,21.9,22.5,243.4
"Alabama","AL",1987,4083000,"1M-5M populations",8.1,559.2,9.3,27.8,112.2,409.9
"Alaska","AK",1987,525000,"1M- populations",10.3,455.4,10.1,65.0,73.1,307.2
"Arizona","AZ",1987,3386000,"1M-5M populations",6.5,612.6,7.5,41.2,138.4,425.5
"Arkansas","AR",1987,2388000,"1M-5M populations",8.1,412.0,7.6,32.6,79.1,292.6
"California","CA",1987,27663000,"10M + populations",5.8,918.0,10.6,43.8,301.3,562.4
"Colorado","CO",1987,3296000,"1M-5M populations",7.5,467.5,5.8,40.8,118.8,302.1
"Connecticut","CT",1987,3211000,"1M-5M populations",3.4,419.0,4.9,24.9,178.1,211.1
"Delaware","DE",1987,644000,"1M- populations",3.1,430.7,5.1,68.5,122.5,234.6
"District of Columbia","DC",1987,622000,"1M- populations",6.3,1610.3,36.2,39.4,717.4,817.4
"Florida","FL",1987,12023000,"10M + populations",5.3,1024.4,11.4,50.2,356.6,606.3
