"state_name","state_abbrv","year","population","category","unemp_rate","crime_rate","murder_rate","rape_rate","robbery_rate","assault_rate"
"South Dakota","SD",1992,711000,"1M- populations",3.3,194.5,0.6,51.8,16.9,125.3
"Tennessee","TN",1992,5024000,"5M+ populations",6.5,746.2,10.4,47.3,218.2,470.3
"Texas","TX",1992,17656000,"10M + populations",7.6,806.3,12.7,53.4,252.5,487.7
"Utah","UT",1992,1813000,"1M-5M populations",4.8,290.5,3.0,45.4,55.9,186.2
"Vermont","VT",1992,570000,"1M- populations",6.1,109.5,2.1,24.9,8.9,73.5
"Virginia","VA",1992,6377000,"5M+ populations",6.3,374.9,8.8,31.5,137.8,196.8
"Washington","WA",1992,5136000,"5M+ populations",7.3,534.5,5.0,72.0,139.8,317.8
"West Virginia","WV",1992,1812000,"1M-5M populations",11.3,211.5,6.3,21.7,43.5,140.0
"Wisconsin","WI",1992,5007000,"5M+ populations",5.1,275.7,4.4,26.3,119.8,125.3
"Wyoming","WY",1992,466000,"1M- populations",5.6,319.5,3.6,35.0,18.0,262.9
"Alabama","AL",1993,4187000,"1M-5M populations",7.3,780.4,11.6,35.1,159.5,574.3
"Alaska","AK",1993,599000,"1M- populations",7.7,760.8,9.0,83.8,122.4,545.6
"Arizona","AZ",1993,3936000,"1M-5M populations",6.4,715.0,8.6,37.8,162.9,505.7
"Arkansas","AR",1993,2424000,"1M-5M populations",6.1,593.3,10.2,42.4,124.9,415.8
"California","CA",1993,31211000,"10M + populations",9.5,1077.8,13.1,37.7,405.1,621.8
"Colorado","CO",1993,3566000,"1M-5M populations",5.3,567.3,5.8,45.8,116.7,399.0
"Connecticut","CT",1993,3277000,"1M-5M populations",6.6,456.2,6.3,24.4,196.7,228.7
"Delaware","DE",1993,700000,"1M- populations",5.1,685.9,5.0,77.0,186.7,417.1
"District of Columbia","DC",1993,578000,"1M- populations",8.5,2921.8,78.5,56.1,1229.6,1557.6
"Florida","FL",1993,13679000,"10M + populations",7.1,1206.0,8.9,53.8,357.6,785.7
"Georgia","GA",1993,6917000,"5M+ populations",6.0,723.1,11.4,35.4,248.0,428.3
"Hawaii","HI",1993,1172000,"1M-5M populations",4.5,261.2,3.8,33.6,103.6,120.1
"Idaho","ID",1993,1099000,"1M-5M populations",6.0,281.8,2.9,35.3,16.9,226.7
"Illinois","IL",1993,11697000,"10M + populations",7.4,959.7,11.4,34.6,381.2,532.6
"Indiana","IN",1993,5713000,"5M+ populations",5.4,489.1,7.5,39.1,119.8,322.6
"Iowa","IA",1993,2814000,"1M-5M populations",4.0,325.5,2.3,24.4,53.9,244.8
"Kansas","KS",1993,2531000,"1M-5M populations",5.0,496.4,6.4,40.1,123.6,326.3
"Kentucky","KY",1993,3789000,"1M-5M populations",6.2,462.7,6.6,34.3,90.4,331.4
"Louisiana","LA",1993,4295000,"1M-5M populations",7.6,1061.7,20.3,42.3,283.6,715.4
"Maine","ME",1993,1239000,"1M-5M populations",7.3,125.7,1.6,26.6,21.3,76.3
"Maryland","MD",1993,4965000,"1M-5M populations",6.2,997.8,12.7,44.0,434.7,506.4
"Massachusetts","MA",1993,6012000,"5M+ populations",7.0,804.9,3.9,33.4,175.7,592.0
"Michigan","MI",1993,9478000,"5M+ populations",7.2,791.5,9.8,71.1,238.5,472.1
"Minnesota","MN",1993,4517000,"1M-5M populations",5.0,353.9,3.4,61.9,112.7,175.8
"Mississippi","MS",1993,2643000,"1M-5M populations",6.6,433.9,13.5,42.6,139.3,238.4
"Missouri","MO",1993,5234000,"5M+ populations",6.2,744.4,11.3,36.2,241.8,455.2
"Montana","MT",1993,839000,"1M- populations",6.0,177.5,3.0,27.9,32.4,114.2
"Nebraska","NE",1993,1607000,"1M-5M populations",2.8,377.8,3.9,27.8,62.4,283.6
"Nevada","NV",1993,1389000,"1M-5M populations",6.8,875.2,10.4,60.9,340.1,463.9
"New Hampshire","NH",1993,1125000,"1M-5M populations",6.1,137.8,2.0,44.4,27.3,64.1
"New Jersey","NJ",1993,7879000,"5M+ populations",7.6,626.9,5.3,28.1,296.0,297.5
"New Mexico","NM",1993,1616000,"1M-5M populations",7.0,929.7,8.0,52.1,138.4,731.1
"New York","NY",1993,18197000,"10M + populations",7.9,1073.5,13.3,27.5,561.2,471.5
"North Carolina","NC",1993,6945000,"5M+ populations",5.0,679.3,11.3,34.3,192.4,441.3
"North Dakota","ND",1993,635000,"1M- populations",4.3,82.2,1.7,23.5,8.3,48.7
"Ohio","OH",1993,11091000,"10M + populations",6.6,504.1,6.0,49.1,192.7,256.3
"Oklahoma","OK",1993,3231000,"1M-5M populations",5.9,634.8,8.4,49.3,121.8,455.3
"Oregon","OR",1993,3032000,"1M-5M populations",7.0,503.1,4.6,51.3,129.6,317.6
"Pennsylvania","PA",1993,12048000,"10M + populations",7.0,417.5,6.8,26.5,179.0,205.1
"Rhode Island","RI",1993,1000000,"1M-5M populations",7.7,401.7,3.9,28.6,101.1,268.1
"South Carolina","SC",1993,3643000,"1M-5M populations",7.3,1023.4,10.3,52.3,187.3,773.4
"South Dakota","SD",1993,715000,"1M- populations",3.4,208.4,3.4,44.5,15.0,145.6
"Tennessee","TN",1993,5099000,"5M+ populations",5.8,765.8,10.2,49.9,220.1,485.5
"Texas","TX",1993,18031000,"10M + populations",7.2,762.1,11.9,55.0,224.4,470.8
"Utah","UT",1993,1860000,"1M-5M populations",4.1,301.0,3.1,44.6,58.6,194.7
"Vermont","VT",1993,576000,"1M- populations",5.2,114.2,3.6,39.8,9.0,61.8
"Virginia","VA",1993,6491000,"5M+ populations",5.2,372.2,8.3,32.1,142.0,189.8
"Washington","WA",1993,5255000,"5M+ populations",7.3,514.6,5.2,64.4,137.1,307.9
"West Virginia","WV",1993,1820000,"1M-5M populations",10.6,208.4,6.9,20.1,43.0,138.5
"Wisconsin","WI",1993,5038000,"5M+ populations",4.8,264.4,4.4,25.2,113.4,121.4
"Wyoming","WY",1993,470000,"1M- populations",5.3,286.2,3.4,34.3,17.2,231.3
"Alabama","AL",1994,4219000,"1M-5M populations",6.2,683.7,11.9,35.2,171.2,465.3
"Alaska","AK",1994,606000,"1M- populations",7.6,766.3,6.3,69.0,146.2,544.9
"Arizona","AZ",1994,4075000,"1M-5M populations",6.1,703.1,10.5,36.0,162.0,494.7
"Arkansas","AR",1994,2453000,"1M-5M populations",5.4,595.1,12.0,41.9,128.7,412.5
"California","CA",1994,31431000,"10M + populations",8.6,1013.0,11.8,34.9,356.8,609.4
"Colorado","CO",1994,3656000,"1M-5M populations",4.2,509.6,5.4,43.2,106.9,354.0
"Connecticut","CT",1994,3275000,"1M-5M populations",5.6,455.5,6.6,24.6,187.8,236.5
"Delaware","DE",1994,706000,"1M- populations",4.8,644.3,4.7,77.3,161.6,400.7
"District of Columbia","DC",1994,570000,"1M- populations",8.0,2662.6,70.0,43.7,1107.2,1441.8
"Florida","FL",1994,13953000,"10M + populations",6.4,1146.8,8.3,52.3,328.8,757.4
"Georgia","GA",1994,7055000,"5M+ populations",5.2,667.7,10.0,34.7,222.6,400.4
"Hawaii","HI",1994,1179000,"1M-5M populations",5.5,262.2,4.2,30.4,103.6,123.9
"Idaho","ID",1994,1133000,"1M-5M populations",5.4,285.8,3.5,27.9,18.4,235.9
"Illinois","IL",1994,11752000,"10M + populations",5.8,960.9,11.7,33.3,372.6,543.3
"Indiana","IN",1994,5752000,"5M+ populations",4.9,525.1,7.9,35.6,130.2,351.5
"Iowa","IA",1994,2829000,"1M-5M populations",3.5,315.1,1.7,23.5,46.9,243.0
"Kansas","KS",1994,2554000,"1M-5M populations",4.9,443.0,6.7,41.3,115.1,279.9
"Kentucky","KY",1994,3827000,"1M-5M populations",5.4,444.0,6.4,35.3,93.9,308.4
"Louisiana","LA",1994,4315000,"1M-5M populations",7.8,981.9,19.8,44.6,267.2,650.3
"Maine","ME",1994,1240000,"1M-5M populations",7.0,129.9,2.3,25.6,22.4,79.6
"Maryland","MD",1994,5006000,"5M+ populations",5.3,948.0,11.6,40.7,402.5,493.3
"Massachusetts","MA",1994,6041000,"5M+ populations",6.0,707.6,3.5,30.2,168.2,505.7
"Michigan","MI",1994,9496000,"5M+ populations",6.0,766.1,9.8,70.8,228.9,456.7
"Minnesota","MN",1994,4567000,"1M-5M populations",4.1,359.0,3.2,59.7,117.6,178.6
"Mississippi","MS",1994,2669000,"1M-5M populations",6.3,493.7,15.3,45.4,162.5,270.5
"Missouri","MO",1994,5278000,"5M+ populations",5.1,743.5,10.5,37.0,230.7,465.2
"Montana","MT",1994,856000,"1M- populations",5.2,177.1,3.3,27.2,32.7,113.9
"Nebraska","NE",1994,1623000,"1M-5M populations",2.6,389.5,3.1,30.8,75.4,280.2
"Nevada","NV",1994,1457000,"1M-5M populations",6.2,1001.9,11.7,68.7,352.4,569.1
"New Hampshire","NH",1994,1137000,"1M-5M populations",4.7,116.8,1.4,35.8,27.1,52.5
"New Jersey","NJ",1994,7904000,"5M+ populations",6.8,614.2,5.0,24.9,288.0,296.2
"New Mexico","NM",1994,1654000,"1M-5M populations",6.5,889.2,10.7,52.4,140.8,685.4
"New York","NY",1994,18169000,"10M + populations",6.9,965.6,11.1,25.9,476.7,451.9
"North Carolina","NC",1994,7070000,"5M+ populations",4.4,655.0,10.9,33.0,181.2,429.9
"North Dakota","ND",1994,638000,"1M- populations",3.7,81.8,0.2,23.4,11.1,47.2
"Ohio","OH",1994,11102000,"10M + populations",5.6,485.8,6.0,47.1,187.5,245.1
"Oklahoma","OK",1994,3258000,"1M-5M populations",5.6,651.5,6.9,49.6,128.1,466.8
"Oregon","OR",1994,3086000,"1M-5M populations",5.4,520.6,4.9,43.2,138.2,334.4
"Pennsylvania","PA",1994,12052000,"10M + populations",6.3,426.7,5.9,26.1,186.7,208.0
"Rhode Island","RI",1994,997000,"1M- populations",6.9,375.5,4.1,27.4,87.3,256.8
"South Carolina","SC",1994,3664000,"1M-5M populations",6.2,1030.5,9.6,54.3,186.1,780.4
"South Dakota","SD",1994,721000,"1M- populations",3.3,227.6,1.4,42.0,18.7,165.5
"Tennessee","TN",1994,5175000,"5M+ populations",4.8,747.9,9.3,49.2,207.4,482.0
"Texas","TX",1994,18378000,"10M + populations",6.5,706.5,11.0,49.5,204.8,441.1
"Utah","UT",1994,1908000,"1M-5M populations",3.8,304.5,2.9,42.2,63.6,195.8
"Vermont","VT",1994,580000,"1M- populations",4.6,96.9,1.0,27.6,12.2,56.0
"Virginia","VA",1994,6552000,"5M+ populations",4.9,357.7,8.7,28.5,132.8,187.6
"Washington","WA",1994,5343000,"5M+ populations",6.6,511.3,5.5,60.5,139.7,305.6
"West Virginia","WV",1994,1822000,"1M-5M populations",8.8,215.8,5.4,20.3,42.4,147.6
"Wisconsin","WI",1994,5082000,"5M+ populations",4.5,270.5,4.5,23.5,112.9,129.7
"Wyoming","WY",1994,476000,"1M- populations",5.0,272.5,3.4,33.6,16.6,218.9
"Alabama","AL",1995,4253000,"1M-5M populations",6.0,632.4,11.2,31.7,185.8,403.7
"Alaska","AK",1995,604000,"1M- populations",7.3,770.9,9.1,80.3,155.1,526.3
"Arizona","AZ",1995,4218000,"1M-5M populations",5.3,713.5,10.4,33.6,173.8,495.7
"Arkansas","AR",1995,2484000,"1M-5M populations",4.8,553.2,10.4,37.2,125.7,379.8
"California","CA",1995,31589000,"10M + populations",7.9,966.0,11.2,33.4,331.2,590.3
"Colorado","CO",1995,3747000,"1M-5M populations",4.0,440.2,5.8,39.5,96.2,298.7
"Connecticut","CT",1995,3275000,"1M-5M populations",5.5,405.9,4.6,23.7,163.2,214.4
"Delaware","DE",1995,717000,"1M- populations",4.3,725.0,3.5,80.2,198.7,442.5
"District of Columbia","DC",1995,554000,"1M- populations",8.8,2661.4,65.0,52.7,1239.0,1304.7
"Florida","FL",1995,14166000,"10M + populations",5.5,1071.0,7.3,48.6,299.9,715.1
"Georgia","GA",1995,7201000,"5M+ populations",4.8,657.1,9.5,35.3,205.2,407.1
"Hawaii","HI",1995,1187000,"1M-5M populations",5.9,295.6,4.7,28.3,130.8,131.8
"Idaho","ID",1995,1163000,"1M-5M populations",5.4,322.0,4.1,28.4,24.0,265.5
"Illinois","IL",1995,11830000,"10M + populations",5.2,996.1,10.3,36.5,330.8,618.5
"Indiana","IN",1995,5803000,"5M+ populations",4.6,524.7,8.0,33.3,135.2,348.3
"Iowa","IA",1995,2842000,"1M-5M populations",3.4,354.4,1.8,21.8,53.0,277.8
"Kansas","KS",1995,2565000,"1M-5M populations",4.4,420.7,6.2,36.6,108.2,269.8
"Kentucky","KY",1995,3860000,"1M-5M populations",5.4,364.7,7.2,31.9,103.7,222.0
"Louisiana","LA",1995,4342000,"1M-5M populations",7.0,1007.4,17.0,42.7,268.6,679.0
"Maine","ME",1995,1241000,"1M-5M populations",6.0,131.4,2.0,21.4,26.9,81.1
"Maryland","MD",1995,5042000,"5M+ populations",5.0,986.9,11.8,42.2,423.1,509.7
"Massachusetts","MA",1995,6074000,"5M+ populations",5.3,687.2,3.6,29.0,150.4,504.2
"Michigan","MI",1995,9549000,"5M+ populations",5.3,687.8,8.5,62.0,187.3,430.1
"Minnesota","MN",1995,4610000,"1M-5M populations",3.7,356.1,3.9,56.2,123.7,172.2
"Mississippi","MS",1995,2697000,"1M-5M populations",6.2,502.8,12.9,39.1,130.9,319.9
"Missouri","MO",1995,5324000,"5M+ populations",4.7,663.8,8.8,32.1,204.0,418.8
"Montana","MT",1995,870000,"1M- populations",5.7,171.4,4.0,26.6,29.1,111.7
"Nebraska","NE",1995,1637000,"1M-5M populations",2.6,382.0,2.9,19.4,65.2,294.5
"Nevada","NV",1995,1530000,"1M-5M populations",5.6,945.2,10.7,61.2,324.6,548.7
"New Hampshire","NH",1995,1148000,"1M-5M populations",4.0,114.5,1.8,29.0,27.4,56.3
"New Jersey","NJ",1995,7945000,"5M+ populations",6.4,599.8,5.1,24.3,283.0,287.4
"New Mexico","NM",1995,1685000,"1M-5M populations",6.6,819.2,8.8,56.6,154.5,599.3
"New York","NY",1995,18136000,"10M + populations",6.3,841.9,8.5,23.7,399.7,410.0
"North Carolina","NC",1995,7195000,"5M+ populations",4.3,646.4,9.4,32.2,179.2,425.5
"North Dakota","ND",1995,641000,"1M- populations",3.2,86.7,0.9,22.8,10.0,53.0
"Ohio","OH",1995,11151000,"10M + populations",4.8,482.5,5.4,43.4,178.7,255.0
"Oklahoma","OK",1995,3278000,"1M-5M populations",4.6,664.1,12.2,44.6,115.6,491.8
"Oregon","OR",1995,3141000,"1M-5M populations",4.9,522.4,4.1,41.7,137.9,338.7
"Pennsylvania","PA",1995,12072000,"10M + populations",5.9,427.3,6.3,25.2,189.3,206.5
"Rhode Island","RI",1995,990000,"1M- populations",6.3,368.0,3.3,27.0,92.3,245.4
"South Carolina","SC",1995,3673000,"1M-5M populations",5.2,981.9,7.9,47.3,175.9,750.8
"South Dakota","SD",1995,729000,"1M- populations",3.0,207.5,1.8,41.0,25.9,138.8
"Tennessee","TN",1995,5256000,"5M+ populations",5.2,771.5,10.6,47.1,223.2,490.5
"Texas","TX",1995,18724000,"10M + populations",6.1,663.9,9.0,45.7,179.8,429.3
"Utah","UT",1995,1951000,"1M-5M populations",3.5,328.8,3.9,42.7,67.1,215.1
"Vermont","VT",1995,585000,"1M- populations",4.3,118.3,2.2,28.2,10.9,76.9
"Virginia","VA",1995,6618000,"5M+ populations",4.5,361.5,7.6,27.2,131.7,194.9
"Washington","WA",1995,5431000,"5M+ populations",6.4,484.3,5.1,59.2,132.7,287.3
"West Virginia","WV",1995,1828000,"1M-5M populations",7.9,210.2,4.9,21.2,42.7,141.4
"Wisconsin","WI",1995,5123000,"5M+ populations",3.8,281.1,4.3,23.3,105.1,148.4
"Wyoming","WY",1995,480000,"1M- populations",4.8,254.2,2.1,34.4,17.9,199.8
"Alabama","AL",1996,4273000,"1M-5M populations",5.2,565.4,10.0,33.0,167.0,356.0
"Alaska","AK",1996,607000,"1M- populations",7.6,727.7,7.4,65.6,117.0,537.7
"Arizona","AZ",1996,4428000,"1M-5M populations",5.6,631.5,8.5,31.2,167.8,424.0
"Arkansas","AR",1996,2510000,"1M-5M populations",5.3,524.3,8.7,41.7,114.1,359.8
"California","CA",1996,31878000,"10M + populations",7.3,862.7,9.1,32.1,295.6,525.8
"Colorado","CO",1996,3823000,"1M-5M populations",4.2,404.5,4.7,46.2,98.2,255.4
"Connecticut","CT",1996,3274000,"1M-5M populations",5.5,412.0,4.8,23.1,169.6,214.6
"Delaware","DE",1996,725000,"1M- populations",5.1,668.3,4.3,62.6,179.9,421.5
"District of Columbia","DC",1996,543000,"1M- populations",8.4,2469.8,73.1,47.9,1186.7,1162.1
"Florida","FL",1996,14400000,"10M + populations",5.2,1051.0,7.5,52.1,289.2,702.2
"Georgia","GA",1996,7353000,"5M+ populations",4.7,638.7,8.6,32.1,205.4,392.8
"Hawaii","HI",1996,1184000,"1M-5M populations",6.3,280.6,3.4,27.5,135.6,114.0
"Idaho","ID",1996,1189000,"1M-5M populations",5.3,267.2,3.6,26.3,20.3,217.0
"Illinois","IL",1996,11847000,"10M + populations",5.3,890.4,10.0,38.4,279.4,562.6
"Indiana","IN",1996,5841000,"5M+ populations",4.1,537.0,7.2,34.1,124.1,371.6
"Iowa","IA",1996,2852000,"1M-5M populations",3.5,272.5,1.9,19.7,45.1,205.9
"Kansas","KS",1996,2572000,"1M-5M populations",4.3,413.8,6.6,42.6,96.3,268.3
"Kentucky","KY",1996,3884000,"1M-5M populations",5.5,320.5,5.9,31.7,93.8,189.2
"Louisiana","LA",1996,4351000,"1M-5M populations",6.6,929.1,17.5,41.5,276.6,593.5
"Maine","ME",1996,1243000,"1M-5M populations",5.2,124.9,2.0,20.9,23.5,78.5
"Maryland","MD",1996,5072000,"5M+ populations",5.0,931.2,11.6,37.6,393.2,488.8
"Massachusetts","MA",1996,6092000,"5M+ populations",4.4,642.2,2.6,29.0,127.7,482.9
"Michigan","MI",1996,9594000,"5M+ populations",4.9,635.3,7.5,57.0,176.2,394.6
"Minnesota","MN",1996,4658000,"1M-5M populations",4.0,338.8,3.6,50.0,115.6,169.7
"Mississippi","MS",1996,2716000,"1M-5M populations",6.0,488.3,11.1,36.1,134.2,306.8
"Missouri","MO",1996,5359000,"5M+ populations",4.8,590.9,8.1,29.2,170.6,383.1
"Montana","MT",1996,879000,"1M- populations",5.3,161.0,3.9,27.1,29.7,100.3
"Nebraska","NE",1996,1652000,"1M-5M populations",2.7,434.7,2.9,27.1,63.7,341.1
"Nevada","NV",1996,1603000,"1M-5M populations",5.0,811.3,13.7,53.4,307.6,436.6
"New Hampshire","NH",1996,1162000,"1M-5M populations",3.8,118.2,1.7,34.8,27.3,54.4
"New Jersey","NJ",1996,7988000,"5M+ populations",6.1,531.5,4.2,24.7,235.8,266.7
"New Mexico","NM",1996,1713000,"1M-5M populations",7.2,840.6,11.5,63.5,162.4,603.2
"New York","NY",1996,18185000,"10M + populations",6.2,727.0,7.4,23.0,340.0,356.7
"North Carolina","NC",1996,7323000,"5M+ populations",4.3,588.1,8.5,31.3,163.9,384.5
"North Dakota","ND",1996,644000,"1M- populations",2.9,84.0,2.2,24.1,11.0,46.7
"Ohio","OH",1996,11173000,"10M + populations",5.0,428.7,4.8,41.3,164.1,218.4
"Oklahoma","OK",1996,3301000,"1M-5M populations",4.1,597.1,6.8,46.8,106.8,436.9
"Oregon","OR",1996,3204000,"1M-5M populations",5.7,463.1,4.0,39.7,122.2,297.2
"Pennsylvania","PA",1996,12056000,"10M + populations",5.4,480.3,5.7,25.2,189.0,260.5
"Rhode Island","RI",1996,990000,"1M- populations",5.4,347.2,2.5,29.0,83.2,232.4
"South Carolina","SC",1996,3699000,"1M-5M populations",5.8,996.9,9.0,49.2,172.0,766.7
"South Dakota","SD",1996,732000,"1M- populations",3.2,177.2,1.2,41.0,18.9,116.1
"Tennessee","TN",1996,5320000,"5M+ populations",5.2,774.0,9.5,46.5,223.7,494.3
"Texas","TX",1996,19128000,"10M + populations",5.7,644.4,7.7,43.8,171.5,421.4
"Utah","UT",1996,2000000,"1M-5M populations",3.4,331.9,3.2,41.8,68.9,218.1
"Vermont","VT",1996,589000,"1M- populations",4.3,121.2,1.9,27.0,15.4,76.9
"Virginia","VA",1996,6675000,"5M+ populations",4.4,341.3,7.5,26.7,122.6,184.5
"Washington","WA",1996,5533000,"5M+ populations",6.1,431.2,4.6,51.1,119.0,256.4
"West Virginia","WV",1996,1826000,"1M-5M populations",7.5,210.1,3.8,19.6,40.4,146.3
"Wisconsin","WI",1996,5160000,"5M+ populations",3.6,252.7,4.0,21.0,96.6,131.1
"Wyoming","WY",1996,481000,"1M- populations",4.9,249.7,3.3,29.1,20.4,196.9
"Alabama","AL",1997,4319000,"1M-5M populations",5.0,564.5,9.9,32.3,160.5,361.8
"Alaska","AK",1997,609000,"1M- populations",7.1,701.1,8.9,66.2,106.4,519.7
"Arizona","AZ",1997,4555000,"1M-5M populations",4.6,623.7,8.2,32.8,165.7,417.1
"Arkansas","AR",1997,2523000,"1M-5M populations",5.2,526.9,9.9,43.5,111.5,361.9
"California","CA",1997,32268000,"10M + populations",6.4,798.3,8.0,31.6,252.5,506.2
"Colorado","CO",1997,3893000,"1M-5M populations",3.5,363.2,4.0,43.1,83.3,232.8
"Connecticut","CT",1997,3270000,"1M-5M populations",5.0,390.9,3.8,22.6,152.9,211.6
"Delaware","DE",1997,732000,"1M- populations",4.0,785.9,3.0,58.5,243.6,480.9
"District of Columbia","DC",1997,529000,"1M- populations",8.0,2024.2,56.9,41.2,850.9,1075.2
"Florida","FL",1997,14654000,"10M + populations",4.8,1023.6,6.9,51.9,276.1,688.7
"Georgia","GA",1997,7486000,"5M+ populations",4.6,606.6,7.5,31.1,206.7,361.3
"Hawaii","HI",1997,1187000,"1M-5M populations",6.2,277.9,4.0,31.3,118.2,124.5
"Idaho","ID",1997,1210000,"1M-5M populations",5.1,256.8,3.2,28.9,19.6,205.0
"Illinois","IL",1997,11896000,"10M + populations",4.8,861.4,9.2,37.1,278.4,536.7
"Indiana","IN",1997,5864000,"5M+ populations",3.5,514.6,7.3,32.9,132.4,342.1
"Iowa","IA",1997,2852000,"1M-5M populations",3.1,310.0,1.8,20.3,55.9,232.0
"Kansas","KS",1997,2595000,"1M-5M populations",3.8,429.7,5.8,45.4,97.7,280.8
"Kentucky","KY",1997,3908000,"1M-5M populations",5.3,316.9,5.8,33.4,90.7,187.0
"Louisiana","LA",1997,4352000,"1M-5M populations",6.0,855.9,15.7,41.3,239.1,559.7
"Maine","ME",1997,1242000,"1M-5M populations",5.1,120.8,2.0,20.5,20.7,77.6
"Maryland","MD",1997,5094000,"5M+ populations",5.0,846.6,9.9,35.6,336.8,464.4
"Massachusetts","MA",1997,6118000,"5M+ populations",3.9,644.2,1.9,26.9,109.1,506.2
"Michigan","MI",1997,9774000,"5M+ populations",4.3,590.0,7.8,51.9,152.8,377.5
"Minnesota","MN",1997,4686000,"1M-5M populations",3.3,337.8,2.8,52.2,114.7,168.1
"Mississippi","MS",1997,2731000,"1M-5M populations",5.7,469.0,13.1,39.0,137.0,279.9
"Missouri","MO",1997,5402000,"5M+ populations",4.3,577.4,7.9,28.2,156.1,385.2
"Montana","MT",1997,879000,"1M- populations",5.3,132.1,4.8,19.5,20.4,87.5
"Nebraska","NE",1997,1657000,"1M-5M populations",2.5,438.4,3.0,24.5,66.2,344.7
"Nevada","NV",1997,1677000,"1M-5M populations",4.4,798.7,11.2,59.9,302.4,425.3
"New Hampshire","NH",1997,1173000,"1M-5M populations",3.3,113.2,1.4,33.7,23.4,54.8
"New Jersey","NJ",1997,8053000,"5M+ populations",5.3,492.6,4.2,21.5,210.6,256.4
"New Mexico","NM",1997,1730000,"1M-5M populations",6.3,853.3,7.7,50.4,171.4,623.7
"New York","NY",1997,18137000,"10M + populations",6.4,688.6,6.0,22.5,309.3,350.8
"North Carolina","NC",1997,7425000,"5M+ populations",3.7,607.0,8.3,31.6,172.6,394.5
"North Dakota","ND",1997,641000,"1M- populations",2.7,87.2,0.9,24.8,6.4,55.1
"Ohio","OH",1997,11186000,"10M + populations",4.6,435.4,4.7,40.8,158.7,231.2
"Oklahoma","OK",1997,3317000,"1M-5M populations",4.1,559.5,6.9,45.7,103.9,403.0
"Oregon","OR",1997,3243000,"1M-5M populations",5.7,444.4,2.9,40.3,117.5,283.7
"Pennsylvania","PA",1997,12020000,"10M + populations",5.1,442.1,5.9,27.4,156.3,252.6
"Rhode Island","RI",1997,987000,"1M- populations",5.1,333.5,2.5,36.8,71.6,222.6
"South Carolina","SC",1997,3760000,"1M-5M populations",4.6,990.3,8.4,48.9,176.2,756.9
"South Dakota","SD",1997,738000,"1M- populations",2.9,197.4,1.4,48.4,23.3,124.4
"Tennessee","TN",1997,5368000,"5M+ populations",5.3,789.7,9.5,56.9,214.0,509.2
"Texas","TX",1997,19439000,"10M + populations",5.3,602.5,6.8,41.2,157.0,397.5
"Utah","UT",1997,2059000,"1M-5M populations",3.2,334.0,2.4,47.5,68.4,215.8
"Vermont","VT",1997,589000,"1M- populations",3.9,119.7,1.5,26.5,13.4,78.3
"Virginia","VA",1997,6734000,"5M+ populations",3.8,345.2,7.2,27.0,124.5,186.5
"Washington","WA",1997,5610000,"5M+ populations",4.9,440.7,4.3,51.4,120.0,265.0
"West Virginia","WV",1997,1816000,"1M-5M populations",6.9,218.7,4.1,19.5,43.1,151.9
"Wisconsin","WI",1997,5170000,"5M+ populations",3.6,270.6,4.0,20.3,100.9,145.5
"Wyoming","WY",1997,480000,"1M- populations",4.8,255.2,3.5,28.5,17.7,205.4
"Alabama","AL",1998,4352000,"1M-5M populations",4.4,512.1,8.1,33.2,130.9,339.9
"Alaska","AK",1998,614000,"1M- populations",6.3,653.9,6.7,68.6,86.6,492.0
"Arizona","AZ",1998,4669000,"1M-5M populations",4.3,577.9,8.1,31.1,165.2,373.6
"Arkansas","AR",1998,2538000,"1M-5M populations",5.2,490.2,7.9,35.2,96.2,350.9
"California","CA",1998,32667000,"10M + populations",5.9,703.7,6.6,29.9,210.6,456.6
"Colorado","CO",1998,3971000,"1M-5M populations",3.6,377.9,4.6,47.4,81.5,244.4
"Connecticut","CT",1998,3274000,"1M-5M populations",3.4,366.3,4.1,22.2,133.8,206.2
"Delaware","DE",1998,744000,"1M- populations",3.7,762.4,2.8,67.1,194.2,498.3
"District of Columbia","DC",1998,523000,"1M- populations",8.4,1718.5,49.7,36.3,689.5,943.0
"Florida","FL",1998,14916000,"10M + populations",4.3,938.7,6.5,49.6,242.7,639.9
"Georgia","GA",1998,7642000,"5M+ populations",4.3,572.7,8.1,30.4,187.2,347.0
"Hawaii","HI",1998,1193000,"1M-5M populations",6.1,246.9,2.0,29.5,102.7,112.7
"Idaho","ID",1998,1229000,"1M-5M populations",5.1,282.2,2.9,31.4,21.5,226.4
"Illinois","IL",1998,12045000,"10M + populations",4.4,807.7,8.4,34.0,248.5,516.9
"Indiana","IN",1998,5899000,"5M+ populations",3.1,431.0,7.7,33.1,111.2,279.0
"Iowa","IA",1998,2862000,"1M-5M populations",2.7,311.5,1.9,25.4,50.9,233.3
"Kansas","KS",1998,2629000,"1M-5M populations",3.5,417.3,6.6,42.9,87.0,280.9
"Kentucky","KY",1998,3936000,"1M-5M populations",4.6,328.0,6.0,28.1,88.1,205.7
"Louisiana","LA",1998,4369000,"1M-5M populations",5.7,779.5,12.8,36.8,198.0,531.9
"Maine","ME",1998,1244000,"1M-5M populations",4.5,125.9,2.1,18.1,21.1,84.6
"Maryland","MD",1998,5135000,"5M+ populations",4.4,796.6,10.0,33.4,298.7,454.5
"Massachusetts","MA",1998,6147000,"5M+ populations",3.3,621.3,2.0,27.4,96.6,495.2
